_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng,Year,Month
1904,330,A00083689,34.0,2010-09-13,Jackal,Amakim,VII,Bet She'An,,2010,9
1905,173,A00082520,33.0,2010-08-27,Jackal,Amakim,VII,Ma'Oz Hayyim,,2010,8
1906,177,A00081924,32.0,2010-08-23,Jackal,Amakim,VII,Sede Eliyyahu,,2010,8
1907,244,A00080771,31.0,2010-08-11,Wolf,Galil Golan,VII,Sha'Al,,2010,8
1908,178,A00080206,30.0,2010-08-05,Sheep,Galil Golan,VII,Shadmot Devora,,2010,8
1909,187,A00079863,29.0,2010-08-02,Dog,Galil Golan,VII,Kefar Blum,,2010,8
1910,259,A00079695,28.0,2010-07-30,Cat,Amakim,VII,Afula,,2010,7
1911,323,A00079287,27.0,2010-07-27,Cattle,Galil Golan,VII,Dalton,,2010,7
1912,329,A00079190,26.0,2010-07-27,Dog,Galil Golan,VII,En Ziwan,,2010,7
1913,198,A00078568,25.0,2010-07-19,Sheep,Galil Maaravi,VII,I'Billin,,2010,7
1914,157,A00077530,24.0,2010-07-08,Dog,Amakim,VII,Merhavya(Qibbuz),,2010,7
1915,164,A00074144,23.0,2010-06-05,Jackal,Amakim,VII,Mizra,,2010,6
1916,161,A00073352,22.0,2010-05-30,Jackal,Amakim,VII,En Harod (Ihud),,2010,5
1917,255,A00072200,21.0,2010-05-17,Dog,Galil Golan,VII,En Ziwan,,2010,5
1918,328,A00071553,20.0,2010-05-10,Dog,Galil Golan,VII,Majdal Shams,,2010,5
1919,179,A00069871,19.0,2010-04-22,Cattle,Galil Golan,VII,Hazore'Im,,2010,4
1920,258,A00068402,18.0,2010-04-06,Cattle,Galil Maaravi,VII,Akko,,2010,4
1921,327,A00067743,17.0,2010-03-23,Dog,Galil Golan,VII,Zefat,,2010,3
1922,325,A00067365,16.0,2010-03-21,Dog,Amakim,VII,Bet She'An,,2010,3
1923,208,A00067110,15.0,2010-03-16,Wolf,Amakim,VII,Muqeible,,2010,3
1924,228,A00067079,14.0,2010-03-16,Dog,Galil Golan,VII,Poriyya Illit,,2010,3
1925,321,A00066628,13.0,2010-03-10,Dog,Amakim,VII,Kefar Barukh,,2010,3
1926,175,A00066241,12.0,2010-03-04,Jackal,Amakim,VII,Newe Etan,,2010,3
1927,261,A00065829,11.0,2010-03-01,Dog,Amakim,VII,Bet She'An,,2010,3
1928,165,A00065229,10.0,2010-02-23,Dog,Amakim,VII,Kefar Barukh,,2010,2
1929,326,A00065036,9.0,2010-02-22,Dog,Galil Golan,VII,Zefat,,2010,2
1930,201,A00064740,8.0,2010-02-18,Jackal,Galil Golan,VII,Lavi,,2010,2
1931,162,A00063457,7.0,2010-02-04,Sheep,Amakim,VII,Hefzi-Bah,,2010,2
1932,169,A00063169,6.0,2010-02-02,Jackal,Amakim,VII,Nir Dawid (Tel Amal),,2010,2
1933,191,A00063048,5.0,2010-02-01,Cattle,Galil Golan,VII,Dalton,,2010,2
1934,324,A00062052,4.0,2010-01-20,Dog,Galil Golan,VII,Zefat,,2010,1
1935,260,A00061920,3.0,2010-01-18,Dog,Galil Golan,VII,Zefat,,2010,1
1936,250,A00061403,2.0,2010-01-11,Dog,Galil Golan,VII,Majdal Shams,,2010,1
1937,163,A00060878,1.0,2010-01-04,Dog,Amakim,VII,Bet Alfa,,2010,1
1938,440,A00060470,57.0,2009-12-21,Dog,Galil Golan,VII,Gadot,,2009,12
1939,280,A00059772​,57.0,2009-12-21,Dog,Galil Golan,VII,Gadot,,2009,12
1940,439,A00059772,56.0,2009-12-17,Jackal,Galil Golan,VII,Menahemya,,2009,12
1941,300,A00059558​,56.0,2009-12-17,Jackal,Galil Golan,VII,Menahemya,,2009,12
1942,438,A00059558,55.0,2009-12-14,Dog,Galil Golan,VII,Menahemya,,2009,12
1943,299,A00059216​,55.0,2009-12-14,Dog,Galil Golan,VII,Menahemya,,2009,12
1944,295,A00059015​,54.0,2009-12-11,Dog,Galil Golan,VII,Kefar Szold,,2009,12
1945,437,A00059215,54.0,2009-12-11,Dog,Galil Golan,VII,Kefar Szold,,2009,12
1946,436,A00059015,53.0,2009-12-07,Jackal,Amakim,VII,Bet She'An,,2009,12
1947,279,A00058431​,53.0,2009-12-07,Jackal,Amakim,VII,Bet She'An,,2009,12
1948,224,A00057739​,52.0,2009-11-30,Cattle,Amakim,VII,Bet Rimmon,,2009,11
1949,435,A00058431,52.0,2009-11-30,Jackal,Amakim,VII,Rumat Heib,,2009,11
1950,290,A00060470​,58.0,2009-11-29,Dog,Galil Golan,VII,Hazor Hagelilit,,2009,11
1951,230,A00057476​,51.0,2009-11-26,Jackal,Galil Golan,VII,Hazor Hagelilit,,2009,11
1952,433,A00057476,50.0,2009-11-26,Dog,Amakim,VII,Gan Ner,,2009,11
1953,284,A00057474​,50.0,2009-11-26,Dog,Amakim,VII,Gan Ner,,2009,11
1954,434,A00057739,51.0,2009-11-26,Jackal,Galil Golan,VII,Hazor Hagelilit,,2009,11
1955,283,A00057101​,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,,2009,11
1956,432,A00057474,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,,2009,11
1957,431,A00057102,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,,2009,11
1958,276,A00056787​,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,,2009,11
1959,430,A00056791,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,,2009,11
1960,282,A00056787​,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,,2009,11
1961,281,​A00056277,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,,2009,11
1962,429,A00056787,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,,2009,11
1963,427,A00056261,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,,2009,11
1964,428,A00056277,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,,2009,11
1965,226,A00056261​,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,,2009,11
1966,288,A00056259​,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,,2009,11
1967,426,A00056259,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,,2009,11
1968,293,A00055058​,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,,2009,11
1969,425,A00055058,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,,2009,11
1970,287,A00054892​,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,,2009,11
1971,277,A00054140​,41.0,2009-10-26,Dog,Amakim,VII,Tirat Zevi,,2009,10
1972,424,A00054140,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,,2009,10
1973,160,A00053949​,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,,2009,10
1974,422,A00053755,39.0,2009-10-21,Jackal,Amakim,VII,Yardena,,2009,10
1975,423,A00053949,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,,2009,10
1976,229,A00053755​,38.0,2009-10-21,Jackal,Amakim,VII,Yardena,,2009,10
1977,305,A00053754​,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,,2009,10
1978,306,A00053180​,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,,2009,10
1979,421,A00053754,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,,2009,10
1980,420,A00053180,36.0,2009-10-09,Donkey,Shfela Vahar,VII,Sedot Mikha,,2009,10
1981,153,A00052608​,36.0,2009-10-09,Donkey,Shfela Vahar,III,Sedot Mikha,,2009,10
1982,316,A00052509​,35.0,2009-10-04,Cattle,Amakim,VII,,Akhuzat Shoshana,2009,10
1983,419,A00052608,35.0,2009-10-04,Cattle,Amakim,III,,Akhuzat Shoshana,2009,10
1984,418,A00052059,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,,2009,10
1985,302,A00051836​,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,,2009,10
1986,193,A00051493​,33.0,2009-09-26,Jackal,Amakim,VII,Iksal,,2009,9
1987,294,A00051169​,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,,2009,9
1988,417,A00051493,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,,2009,9
1989,416,A00051169,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,,2009,9
1990,275,A00051048​,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,,2009,9
1991,304,A00050596​,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,,2009,9
1992,414,A00051048,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,,2009,9
1993,415,A00050596,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,,2009,9
1994,289,A00050051​,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,,2009,9
1995,296,A00049367​,28.0,2009-09-02,Dog,Galil Golan,VII,Majdal Shams,,2009,9
1996,313,A00047762​,27.0,2009-08-31,Dog,Galil Golan,VII,Zefat,,2009,8
1997,278,A00048874​,26.0,2009-08-27,Dog,Amakim,VII,Bet Yosef,,2009,8
1998,292,A00048623​,25.0,2009-08-25,Cattle,Galil Golan,VII,Yonatan,,2009,8
1999,303,A00048495​,24.0,2009-08-24,Dog,Galil Golan,VII,Merom Golan,,2009,8
2000,172,A00048248​,23.0,2009-08-20,Dog,Amakim,VII,Bet Yosef,,2009,8
2001,319,A00047942​,22.0,2009-08-18,Cattle,Galil Golan,VII,Buq'Ata,,2009,8
2002,297,A00047758​,21.0,2009-08-16,Martes,Galil Golan,I,Majdal Shams,,2009,8
2003,286,A00047365​,20.0,2009-08-11,Dog,Galil Golan,VII,Dan,,2009,8
2004,312,A00046399​,19.0,2009-08-03,Dog,Galil Golan,VII,Zefat,,2009,8
2005,285,A00046278​,18.0,2009-08-02,Dog,Galil Golan,VII,Dan,,2009,8
2006,308,A00045903​,17.0,2009-07-28,Jackal,Amakim,VII,,Ein Hogea,2009,7
2007,314,A00045746​,16.0,2009-07-27,Fox,Galil Maaravi,I,Shomera,,2009,7
2008,180,A00043324​,15.0,2009-07-05,Dog,Galil Golan,VII,Amir,,2009,7
2009,311,A00042321​,14.0,2009-06-23,Dog,Galil Golan,VII,Zefat,,2009,6
2010,182,A00042197​,13.0,2009-06-22,Jackal,Galil Golan,VII,She'Ar Yashuv,,2009,6
2011,291,A00041876​,12.0,2009-06-18,Cattle,Galil Golan,VII,Yonatan,,2009,6
2012,310,A00041047​,11.0,2009-06-10,Dog,Galil Golan,VII,Zefat,,2009,6
2013,309,A00034798​,10.0,2009-04-06,Fox,Negev,III,Otni'El,,2009,4
2014,236,A00034581​,9.0,2009-04-05,Sheep,Shfela Vahar,I,Yitav,,2009,4
2015,320,A00032867​,8.0,2009-03-18,Dog,Galil Golan,VII,Ein Qiniyye,,2009,3
2016,215,A00031827​,7.0,2009-03-09,Dog,Galil Golan,VII,Sede Eli'Ezer,,2009,3
2017,318,A00029427​,6.0,2009-02-16,Sheep,Galil Golan,I,Buq'Ata,,2009,2
2018,317,A00029271​,5.0,2009-02-15,Dog,Galil Golan,VII,Buq'Ata,,2009,2
2019,307,A00028219​,4.0,2009-02-03,Dog,Galil Golan,VII,En Ziwan,,2009,2
2020,301,A00028042​,3.0,2009-02-02,Dog,Galil Golan,VII,Mas'Ade,,2009,2
2021,298,A00027317​,2.0,2009-01-26,Dog,Galil Golan,VII,Metula,,2009,1
2022,315,A00026989​,1.0,2009-01-22,Wolf,Galil Golan,I,Buq'Ata,,2009,1
2023,158,A00020887,11.0,2008-11-05,Jackal,Galil Golan,I,Ayyelet Hashahar,,2008,11
2024,171,A0020236 ,8.0,2008-10-28,Dog,Galil Golan,VII,Sha'Ar Hagolan,,2008,10
2025,237,A0019569 ,7.0,2008-10-15,Fox,Negev,III,Otni'El,,2008,10
2026,240,A0017171 ,6.0,2008-09-04,Dog,Galil Golan,VII,Kefar Haruv,,2008,9
2027,235,A0013508 ,4.0,2008-07-13,Fox,Shfela Vahar,III,Allon Shevut,,2008,7
2028,183,A0012337 ,3.0,2008-06-24,Dog,Galil Golan,VII,Sede Nehemya,,2008,6
2029,186,A0010850 ,2.0,2008-05-26,Dog,Galil Golan,VII,Hagosherim,,2008,5
2030,213,573959 ,15.0,2007-12-30,Fox,Galil Golan,,Mishmar Hayarden,,2007,12
2031,270,A00003653,14.0,2007-12-04,Dog,Galil Golan,,Majdal Shams,,2007,12
2032,272,A00003382,13.0,2007-11-23,Cattle,Galil Golan,,Senir,,2007,11
2033,266, 568674,12.0,2007-10-28,Fox,Galil Golan,,Merom Golan,,2007,10
2034,269,567901,10.0,2007-10-17,Dog,Galil Golan,,Majdal Shams,,2007,10
2035,274,567923,11.0,2007-10-17,Dog,Galil Golan,,,Matsok Orvim,2007,10
2036,268,567413,8.0,2007-10-12,Dog,Galil Golan,,Majdal Shams,,2007,10
2037,273,567414,9.0,2007-10-12,Dog,Galil Golan,,Mas'Ade,,2007,10
2038,271,567077,7.0,2007-10-10,Fox,Galil Golan,,Senir,,2007,10
2039,263,564429 ,6.0,2007-09-04,Fox,Galil Golan,,Kefar Szold,,2007,9
2040,265, 563231,5.0,2007-08-21,Dog,Galil Golan,,Senir,,2007,8
2041,267,553946 ,4.0,2007-05-29,Dog,Galil Golan,,Majdal Shams,,2007,5
2042,262,548875 ,3.0,2007-04-16,Mongoose,Galil Golan,,Dan,,2007,4
2043,264,548059 ,2.0,2007-04-06,Jackal,Galil Maaravi,,Shetula,,2007,4
2044,189,547828,1.0,2007-04-02,Dog,Galil Golan,,Lahavot Habashan,,2007,4
2045,238,529934,9.0,2006-10-24,Fox,Galil Golan,I,Buq'Ata,,2006,10
2046,220,526853,8.0,2006-09-26,Dog,Galil Golan,VII,Senir,,2006,9
2047,214,525355,7.0,2006-09-12,Cattle,Galil Maaravi,VII,Ya'Ara,,2006,9
2048,241,518381,5.0,2006-07-10,Horse,Galil Golan,I,Qeshet,,2006,7
2049,249,513381,4.0,2006-05-25,Dog,Galil Golan,VII,Merom Golan,,2006,5
2050,242,509455,3.0,2006-04-23,Dog,Galil Golan,I,Yonatan,,2006,4
2051,204, 509069,2.0,2006-04-16,Dog,Galil Golan,VII,Meron,,2006,4
2052,188,503563,1.0,2006-02-28,Dog,Galil Golan,VII,Shamir,,2006,2
2053,379,A00217540,11.0,2014-12-17,Wolf,Galil Golan,VII,Buq'Ata,,2014,12
2054,377,A00217539,10.0,2014-12-17,Wolf,Galil Golan,VII,Mas'Ade,,2014,12
2055,373,A00217549,12.0,2014-12-17,Dog,Galil Golan,VII,Lahavot Habashan,,2014,12
2056,375,A00215280,9.0,2014-11-21,Dog,Galil Golan,VII,Allone Habashan,,2014,11
2057,380,A00214486,8.0,2014-11-12,Wolf,Galil Golan,VII,Dan,,2014,11
2058,378,A00214084,7.0,2014-11-09,Jackal,Galil Golan,VII,Lahavot Habashan,,2014,11
2059,223,A00210619,6.0,2014-09-23,Fox,Negev,I,Yahel,,2014,9
2060,376,A00209626,5.0,2014-09-11,Jackal,Galil Golan,VII,Merom Golan,,2014,9
2061,372,A00209101,4.0,2014-09-09,Badger,Galil Golan,VII,Shamir,,2014,9
2062,170,A00193267,3.0,2014-03-06,Wolf,Galil Golan,VII,Ginnosar,,2014,3
2063,256,A00189879,2.0,2014-01-30,Cattle,Galil Golan,VII,Ramat Magshimim,,2014,1
2064,133,A00182563,115.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013,11
2065,134,A00182564,116.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013,11
2066,141,A00182394,26.0,2013-10-30,Dog,Hasharon,VII,Pardes Hanna-Karkur,,2013,10
2067,145,A00160170,127.0,2013-10-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013,10
2068,146,A00160191,128.0,2013-10-02,Dog,Galil Golan,VII,Qidmat Zevi,,2013,10
2069,132,A00179680,25.0,2013-09-30,Cattle,Amakim,I,Kefar Yehoshua,,2013,9
2070,131,A00179673,24.0,2013-09-30,Cattle,Amakim,I,Bet Zeid,,2013,9
2071,152,A00178189,134.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013,9
2072,151,A00178186,133.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013,9
2073,126,A00177353,21.0,2013-08-26,Jackal,Galil Golan,I,Ortal,,2013,8
2074,128,A00171915,109.0,2013-06-24,Dog,Galil Golan,VII,Eli-Ad,,2013,6
2075,138,A00157340,120.0,2013-06-01,Wolf,Galil Golan,VII,Merom Golan,,2013,6
2076,130,A00169651,111.0,2013-05-30,Dog,Galil Golan,VII,Ani'Am,,2013,5
2077,147,A00168537,18.0,2013-05-20,Dog,Galil Golan,VII,Dan,,2013,5
2078,149,A00168251,131.0,2013-05-16,Dog,Galil Golan,VII,Senir,,2013,5
2079,144,A00159861,126.0,2013-05-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013,5
2080,150,A00159878,132.0,2013-05-02,Dog,Galil Golan,VII,Sha'Al,,2013,5
2081,140,A00166971,16.0,2013-05-01,Dog,Amakim,VII,Newe Ur,,2013,5
2082,148,A00166686,130.0,2013-04-29,Dog,Galil Golan,VII,Qeshet,,2013,4
2083,129,A00165925,14.0,2013-04-22,Dog,Galil Golan,VII,Ani'Am,,2013,4
2084,135,A00164350,117.0,2013-04-03,Horse,Galil Golan,VII,Majdal Shams,,2013,4
2085,127,A00163886,108.0,2013-03-24,Dog,Galil Golan,VII,Eli-Ad,,2013,3
2086,137,A00163015,11.0,2013-03-13,Dog,Galil Golan,VII,Mas'Ade,,2013,3
2087,125,A00162598,106.0,2013-03-10,Dog,Galil Golan,VII,Avne Etan,,2013,3
2088,139,A00162218,121.0,2013-03-05,Cattle,Galil Golan,VII,Merom Golan,,2013,3
2089,136,A00161890,8.0,2013-02-28,Dog,Shfela Vahar,VII,Peza'El,,2013,2
2090,142,A00160704,7.0,2013-02-14,Dog,Galil Golan,VII,,Beit Ha'Meches,2013,2
2091,143,A00159375,2.0,2013-01-28,Cattle,Galil Golan,VII,Qidmat Zevi,,2013,1
2092,248,A00154882,24.0,2012-12-09,Dog,Galil Golan,V7,Qazrin,,2012,12
2093,355,A00154876,23.0,2012-12-09,Dog,Galil Golan,V7,,Matsok Orvim,2012,12
2094,192,A00149422,22.0,2012-10-10,Cattle,Amakim,V7,Yizre'El,,2012,10
2095,356,A00147611,20.0,2012-09-10,Cattle,Galil Golan,V7,,Ramat Sirin,2012,9
2096,365,A00143617,19.0,2012-07-23,Cattle,Galil Golan,V7,,Ramat Sirin,2012,7
2097,371,A00142971,18.0,2012-07-16,Dog,Galil Golan,V7,Sha'Al,,2012,7
2098,190,A00141529,17.0,2012-06-29,Cattle,Galil Golan,V7,Kefar Kisch,,2012,6
2099,366,A00141128,15.0,2012-06-26,Cattle,Galil Golan,V7,,Ramat Sirin,2012,6
2100,360,A00140981,16.0,2012-06-26,Cattle,Galil Golan,V7,Shadmot Devora,,2012,6
2101,370,A00140975,13.0,2012-06-25,Dog,Galil Golan,V7,Majdal Shams,,2012,6
2102,359,A00140461,12.0,2012-06-19,Cattle,Amakim,V7,Sede Eliyyahu,,2012,6
2103,364,A00139959,11.0,2012-06-13,Dog,Galil Golan,V7,Mas'Ade,,2012,6
2104,361,A00139687,10.0,2012-06-11,Dog,Galil Golan,V7,Shamir,,2012,6
2105,176,A00139415,9.0,2012-06-07,Dog,Galil Golan,V7,Dafna,,2012,6
2106,367,A00140979,14.0,2012-06-05,Cattle,Galil Golan,V7,,Ramat Sirin,2012,6
2107,369,A00148072,21.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012,5
2108,185,A00138478,8.0,2012-05-29,Dog,Galil Golan,V7,Kefar Szold,,2012,5
2109,239,A00138475,7.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012,5
2110,363,A00135038,6.0,2012-04-16,Dog,Galil Golan,V7,Allone Habashan,,2012,4
2111,202,A00131607,5.0,2012-03-05,Fox,Galil Golan,V1,Malkiyya,,2012,3
2112,358,A00130443,4.0,2012-02-20,Jackal,Amakim,V7,Kefar Ruppin,,2012,2
2113,357,A00129268,3.0,2012-02-06,Sheep,Amakim,V7,En Harod(Me'Uhad),,2012,2
2114,368,A00127474,2.0,2012-01-16,Dog,Galil Golan,V7,Shamir,,2012,1
2115,362,A00126338,1.0,2012-01-03,Jackal,Galil Golan,V1,Avne Etan,,2012,1
2116,233,A00125110,32.0,2011-12-19,Dog,Shfela Vahar,VII,Jerusalem,,2011,12
2117,243,A00122715,30.0,2011-11-22,Cattle,Galil Golan,I,Ma'Ale Gamla,,2011,11
2118,338,A00123820,31.0,2011-11-05,Cattle,Galil Golan,I,Allone Habashan,,2011,11
2119,340,A00119672,28.0,2011-10-17,Wolf,Galil Golan,VII,Merom Golan,,2011,10
2120,167,A00120419,29.0,2011-09-27,Dog,Galil Golan,VII,Ashdot Ya'Aqov(Me'Uhad),,2011,9
2121,339,A00118118,27.0,2011-09-27,Dog,Galil Golan,VII,Majdal Shams,,2011,9
2122,252,A00114102,26.0,2011-08-15,Dog,Galil Golan,VII,Afiq,,2011,8
2123,341,A00108279,25.0,2011-06-16,Dog,Galil Golan,VII,En Ziwan,,2011,6
2124,343,A00104401,23.0,2011-05-05,Cat,Amakim,VII,Newe Etan,,2011,5
2125,334,A00104043,20.0,2011-05-02,Cattle,Amakim,VII,Newe Etan,,2011,5
2126,344,A00104047,22.0,2011-05-02,Cattle,Amakim,VII,Ma'Oz Hayyim,,2011,5
2127,337,A00104041,21.0,2011-05-02,Cattle,Galil Golan,I,Dishon,,2011,5
2128,345,A00103759,19.0,2011-04-28,Cattle,Amakim,VII,Newe Etan,,2011,4
2129,254,A00103607,16.0,2011-04-27,Dog,Galil Golan,VII,Ein Qiniyye,,2011,4
2130,346,A00103598,17.0,2011-04-27,Sheep,Amakim,VII,Newe Etan,,2011,4
2131,212,A00103358,15.0,2011-04-21,Jackal,Galil Golan,VII,Ma'Agan,,2011,4
2132,347,A00103141,14.0,2011-04-17,Dog,Galil Golan,VII,Majdal Shams,,2011,4
2133,348,A00101926,13.0,2011-04-04,Jackal,Amakim,VII,Ma'Oz Hayyim,,2011,4
2134,349,A00100898,11.0,2011-03-22,Horse,Galil Golan,I,Dishon,,2011,3
2135,336,A00099471,10.0,2011-03-06,Horse,Hasharon,VII,Ar'Ara,,2011,3
2136,159,A00098813,9.0,2011-02-25,Dog,Amakim,VII,En Harod(Me'Uhad),,2011,2
2137,174,A00098040,8.0,2011-02-17,Badger,Amakim,VII,Kefar Ruppin,,2011,2
2138,342,A00105320,24.0,2011-02-17,Cattle,Amakim,VII,Newe Etan,,2011,2
2139,350,A00097946,7.0,2011-02-16,Jackal,Amakim,VII,Merhavya(Moshav),,2011,2
2140,209,A00097636,6.0,2011-02-13,Dog,Hasharon,VII,Ar'Ara,,2011,2
2141,351,A00097401,5.0,2011-02-09,Dog,Galil Golan,I,Dishon,,2011,2
2142,354,A00103758,18.0,2011-01-28,Sheep,Amakim,VII,Newe Etan,,2011,1
2143,156,A00096026,4.0,2011-01-25,Jackal,Galil Golan,VII,Menahemya,,2011,1
2144,352,A00095469,3.0,2011-01-19,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2011,1
2145,353,A00095322,2.0,2011-01-18,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2011,1
2146,335,A00093925,12.0,2011-01-03,Badger,Galil Golan,VII,Shadmot Devora,,2011,1
2147,441,A00093477,54.0,2010-12-28,Dog,Galil Golan,I,Zefat,,2010,12
2148,332,A00093368,53.0,2010-12-27,Dog,Amakim,VII,Merhavya(Moshav),,2010,12
2149,197,A00092948,52.0,2010-12-22,Cat,Amakim,VII,Na'Ura,,2010,12
2150,168,A00092687,51.0,2010-12-20,Jackal,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2010,12
2151,181,A00092532,50.0,2010-12-19,Cattle,Shfela Vahar,III,Kefar Warburg,,2010,12
2152,227,A00092471,49.0,2010-12-16,Cattle,Amakim,VII,Merav,,2010,12
2153,234,A00092358,48.0,2010-12-15,Jackal,Amakim,VII,Mehola,,2010,12
2154,231,A00092152,47.0,2010-12-13,Cattle,Galil Golan,I,Dishon,,2010,12
2155,333,A00091588,45.0,2010-12-06,Dog,Galil Golan,VII,Zefat,,2010,12
2156,322,A00091593,46.0,2010-12-06,Cattle,Amakim,VII,Hamadya,,2010,12
2157,199,A00090976,44.0,2010-11-30,Jackal,Galil Maaravi,I,Fassuta,,2010,11
2158,232,A00090997,42.0,2010-11-29,Dog,Galil Golan,VII,Qiryat Shemona,,2010,11
2159,184,A00090999,43.0,2010-11-29,Cattle,Amakim,VII,Hamadya,,2010,11
2160,247,A00090784,41.0,2010-11-26,Dog,Galil Golan,VII,Allone Habashan,,2010,11
2161,442,A00086302,40.0,2010-10-12,Jackal,Amakim,VII,Tirat Zevi,,2010,10
2162,196,A00085518,39.0,2010-10-05,Cat,Amakim,VII,Tayibe(Baemeq),,2010,10
2163,443,A00085050,38.0,2010-09-28,Fox,Amakim,VII,Kefar Tavor,,2010,9
2164,331,A00084553,37.0,2010-09-21,Dog,Amakim,VII,Merhavya(Moshav),,2010,9
2165,444,A00084391,36.0,2010-09-20,Sheep,Galil Golan,VII,Zefat,,2010,9
2166,155,A00084110,35.0,2010-09-16,Dog,Galil Golan,VII,Yavne'El,,2010,9
2167,330,A00083689,34.0,2010-09-13,Jackal,Amakim,VII,Bet She'An,,2010,9
2168,173,A00082520,33.0,2010-08-27,Jackal,Amakim,VII,Ma'Oz Hayyim,,2010,8
2169,177,A00081924,32.0,2010-08-23,Jackal,Amakim,VII,Sede Eliyyahu,,2010,8
2170,244,A00080771,31.0,2010-08-11,Wolf,Galil Golan,VII,Sha'Al,,2010,8
2171,178,A00080206,30.0,2010-08-05,Sheep,Galil Golan,VII,Shadmot Devora,,2010,8
2172,187,A00079863,29.0,2010-08-02,Dog,Galil Golan,VII,Kefar Blum,,2010,8
2173,259,A00079695,28.0,2010-07-30,Cat,Amakim,VII,Afula,,2010,7
2174,323,A00079287,27.0,2010-07-27,Cattle,Galil Golan,VII,Dalton,,2010,7
2175,329,A00079190,26.0,2010-07-27,Dog,Galil Golan,VII,En Ziwan,,2010,7
2176,198,A00078568,25.0,2010-07-19,Sheep,Galil Maaravi,VII,I'Billin,,2010,7
2177,157,A00077530,24.0,2010-07-08,Dog,Amakim,VII,Merhavya(Qibbuz),,2010,7
2178,164,A00074144,23.0,2010-06-05,Jackal,Amakim,VII,Mizra,,2010,6
2179,161,A00073352,22.0,2010-05-30,Jackal,Amakim,VII,En Harod (Ihud),,2010,5
2180,255,A00072200,21.0,2010-05-17,Dog,Galil Golan,VII,En Ziwan,,2010,5
2181,328,A00071553,20.0,2010-05-10,Dog,Galil Golan,VII,Majdal Shams,,2010,5
2182,179,A00069871,19.0,2010-04-22,Cattle,Galil Golan,VII,Hazore'Im,,2010,4
2183,258,A00068402,18.0,2010-04-06,Cattle,Galil Maaravi,VII,Akko,,2010,4
2184,327,A00067743,17.0,2010-03-23,Dog,Galil Golan,VII,Zefat,,2010,3
2185,325,A00067365,16.0,2010-03-21,Dog,Amakim,VII,Bet She'An,,2010,3
2186,208,A00067110,15.0,2010-03-16,Wolf,Amakim,VII,Muqeible,,2010,3
2187,228,A00067079,14.0,2010-03-16,Dog,Galil Golan,VII,Poriyya Illit,,2010,3
2188,321,A00066628,13.0,2010-03-10,Dog,Amakim,VII,Kefar Barukh,,2010,3
2189,175,A00066241,12.0,2010-03-04,Jackal,Amakim,VII,Newe Etan,,2010,3
2190,261,A00065829,11.0,2010-03-01,Dog,Amakim,VII,Bet She'An,,2010,3
