_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng,Year
896,59,A00288746,9.0,2017-04-12,Dog,Galil Maaravi,VII A,Shelomi,,2017
897,58,A00286461,8.0,2017-03-19,Cattle,Galil Golan,VII A,Shamir,,2017
898,57,A00285326,7.0,2017-03-05,Dog,Galil Maaravi,VII A,Aramsha,,2017
899,56,A00285002,6.0,2017-02-28,Jackal,Galil Golan,VII A,Dan,,2017
900,55,A00283619,5.0,2017-02-09,Jackal,Galil Golan,VII B,Kefar Kisch,,2017
901,53,A00282774,4.0,2017-02-03,Dog,Galil Golan,VII A,Sede Nehemya,,2017
902,52,A00281474,3.0,2017-01-30,Cattle,Galil Golan,VII B,,Sirin,2017
903,54,A00281465,2.0,2017-01-15,Jackal,Galil Golan,VII B,Menahemya,,2017
904,51,A00281434,1.0,2017-01-12,Jackal,Galil Maaravi,VII A,Me'Ona,,2017
905,195,A00280235,29.0,2016-12-28,Dog,Galil Maaravi,VII A,Hurfeish,,2016
906,407,A00280040,28.0,2016-12-26,Fox,Negev,V,Yotvata,,2016
907,225,A00278432,26.0,2016-12-11,Dog,Galil Maaravi,VII A,Kefar Weradim,,2016
908,402,A00278493,27.0,2016-12-11,Fox,Negev,V,Yotvata,,2016
909,221,A00277340,25.0,2016-11-28,Fox,Negev,V,Zofar,,2016
910,211,A00276260,24.0,2016-11-15,Fox,Galil Golan,I,Kerem Ben Zimra,,2016
911,205,A00272782 ,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,,2016
912,401,A00272783,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,,2016
913,403,A00272781 ,22.0,2016-09-30,Jackal,Galil Maaravi,VII A,Ma'Alot-Tarshiha,,2016
914,409,A00271953,21.0,2016-09-22,Fox,Galil Golan,I,Metula,,2016
915,166,A00​271598,20.0,2016-09-19,Jackal,Galil Golan,VII B,Afiqim,,2016
916,408,A00271445,19.0,2016-09-18,Fox,Galil Golan,I,Metula,,2016
917,200,A00270091,18.0,2016-08-31,Jackal,Galil Maaravi,VII A,Me'Ona,,2016
918,210,A00269944,17.0,2016-08-30,Dog,Galil Maaravi,VII A,Hosen,,2016
919,253,A00269112,16.0,2016-08-19,Cattle,Galil Golan,VII A,Ghajar,,2016
920,398,A00267273001,15.0,2016-07-29,Dog,Amakim,VII A,Hamadya,,2016
921,397,A00263334001,14.0,2016-06-16,Dog,Galil Golan,VII A,Metula,,2016
922,251,A00259228,13.0,2016-04-27,Cattle,Galil Golan,VII B,Mevo Hamma,,2016
923,406,A00258021,12.0,2016-04-12,Fox,Negev,V,Yotvata,,2016
924,203,A00257556,11.0,2016-04-05,Dog,Galil Maaravi,VII A,Elqosh,,2016
925,218,A00256749,10.0,2016-03-28,Dog,Galil Maaravi,VII A,Ma'Alot-Tarshiha,,2016
926,410,A00256023,9.0,2016-03-16,Cattle,Galil Maaravi,VII A,Fassuta,,2016
927,412,A00253203,8.0,2016-02-15,Jackal,Galil Golan,VII A,Qiryat Shemona,,2016
928,411,A00252850,7.0,2016-02-10,Horse,Galil Golan,I,Qiryat Shemona,,2016
929,405,A00252733,6.0,2016-02-09,Dog,Galil Golan,VII A,Qiryat Shemona,,2016
930,399,A00252285,5.0,2016-02-04,Cattle,Galil Maaravi,VII A,Fassuta,,2016
931,404,A00251787,4.0,2016-01-31,Dog,Galil Golan,VII A,Dishon,,2016
932,194,A00250591,2.0,2016-01-17,Dog,Galil Golan,VII A,Jish(Gush Halav),,2016
933,400,A11541124,1.0,2016-01-07,Cattle,Galil Golan,VII A,Malkiyya,,2016
934,383,A00248754,27.0,2015-12-27,Cattle,Galil Golan,VII,Malkiyya,,2015
935,386,A00248021,26.0,2015-12-17,Cattle,Galil Golan,I,Mas'Ade,,2015
936,393,A00247459,25.0,2015-12-12,Jackal,Galil Maaravi,VII,Shetula,,2015
937,394,A00246969,24.0,2015-12-07,Jackal,Galil Maaravi,I,Shetula,,2015
938,396,A00246111,23.0,2015-11-30,Dog,Galil Golan,VIIA,Yir'On,,2015
939,387,A00245754,21.0,2015-11-24,Cattle,Galil Golan,VII,Kefar Szold,,2015
940,381,A00245755,22.0,2015-11-24,Cattle,Galil Golan,I,Kefar Szold,,2015
941,391,A00245753,20.0,2015-11-23,Cattle,Galil Golan,I,Mas'Ade,,2015
942,388,A00242858,19.0,2015-10-23,Dog,Galil Golan,VII,Kefar Szold,,2015
943,207,A00242714,18.0,2015-10-21,Dog,Galil Golan,VII,Yir'On,,2015
944,382,A00242036,17.0,2015-10-13,Cattle,Galil Golan,VII,Shamir,,2015
945,217,A00241304,16.0,2015-10-07,Jackal,Galil Maaravi,VII,Shetula,,2015
946,257,A00240773,15.0,2015-09-24,Badger,Galil Golan,VII,Ramot,,2015
947,392,A00239012,14.0,2015-08-31,Dog,Galil Golan,VII,Mas'Ade,,2015
948,222,A00235933,13.0,2015-07-27,Fox,Negev,VII,Samar,,2015
949,206,A00235454,12.0,2015-07-21,Cattle,Galil Maaravi,VII,Shomera,,2015
950,413,"A00232108
",11.0,2015-06-15,Dog,Galil Maaravi,VII,Abbirim,,2015
951,384,A00230844,10.0,2015-06-01,Dog,Galil Golan,VII,Meron,,2015
952,389,A00230474,9.0,2015-05-27,Dog,Galil Golan,VII,Meron,,2015
953,390,A00229771,8.0,2015-05-19,Dog,Galil Golan,VII,Meron,,2015
954,219,A00229689,7.0,2015-05-19,Dog,Galil Maaravi,VII,Adamit,,2015
955,395,A00229546,6.0,2015-05-16,Wolf,Galil Golan,VII,Ein Qiniyye,,2015
956,385,A00222839,5.0,2015-02-19,Dog,Galil Golan,VII,Dishon,,2015
957,246,A00221830,4.0,2015-02-08,Cat,Galil Golan,VII,Natur,,2015
958,245,A00221303,3.0,2015-02-02,Wolf,Galil Golan,VII,Odem,,2015
959,154,A00221167,2.0,2015-01-30,Dog,Galil Golan,VII,Metula,,2015
960,374,A00218962,14.0,2014-12-31,Dog,Galil Golan,VII,Sha'Al,,2014
961,216,A00218379,13.0,2014-12-28,Fox,Negev,I,Yotvata,,2014
962,379,A00217540,11.0,2014-12-17,Wolf,Galil Golan,VII,Buq'Ata,,2014
963,377,A00217539,10.0,2014-12-17,Wolf,Galil Golan,VII,Mas'Ade,,2014
964,373,A00217549,12.0,2014-12-17,Dog,Galil Golan,VII,Lahavot Habashan,,2014
965,375,A00215280,9.0,2014-11-21,Dog,Galil Golan,VII,Allone Habashan,,2014
966,380,A00214486,8.0,2014-11-12,Wolf,Galil Golan,VII,Dan,,2014
967,378,A00214084,7.0,2014-11-09,Jackal,Galil Golan,VII,Lahavot Habashan,,2014
968,223,A00210619,6.0,2014-09-23,Fox,Negev,I,Yahel,,2014
969,376,A00209626,5.0,2014-09-11,Jackal,Galil Golan,VII,Merom Golan,,2014
970,372,A00209101,4.0,2014-09-09,Badger,Galil Golan,VII,Shamir,,2014
971,170,A00193267,3.0,2014-03-06,Wolf,Galil Golan,VII,Ginnosar,,2014
972,256,A00189879,2.0,2014-01-30,Cattle,Galil Golan,VII,Ramat Magshimim,,2014
973,134,A00182564,116.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013
974,133,A00182563,115.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013
975,141,A00182394,26.0,2013-10-30,Dog,Hasharon,VII,Pardes Hanna-Karkur,,2013
976,146,A00160191,128.0,2013-10-02,Dog,Galil Golan,VII,Qidmat Zevi,,2013
977,145,A00160170,127.0,2013-10-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013
978,131,A00179673,24.0,2013-09-30,Cattle,Amakim,I,Bet Zeid,,2013
979,132,A00179680,25.0,2013-09-30,Cattle,Amakim,I,Kefar Yehoshua,,2013
980,152,A00178189,134.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013
981,151,A00178186,133.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013
982,126,A00177353,21.0,2013-08-26,Jackal,Galil Golan,I,Ortal,,2013
983,128,A00171915,109.0,2013-06-24,Dog,Galil Golan,VII,Eli-Ad,,2013
984,138,A00157340,120.0,2013-06-01,Wolf,Galil Golan,VII,Merom Golan,,2013
985,130,A00169651,111.0,2013-05-30,Dog,Galil Golan,VII,Ani'Am,,2013
986,147,A00168537,18.0,2013-05-20,Dog,Galil Golan,VII,Dan,,2013
987,149,A00168251,131.0,2013-05-16,Dog,Galil Golan,VII,Senir,,2013
988,150,A00159878,132.0,2013-05-02,Dog,Galil Golan,VII,Sha'Al,,2013
989,144,A00159861,126.0,2013-05-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013
990,140,A00166971,16.0,2013-05-01,Dog,Amakim,VII,Newe Ur,,2013
991,148,A00166686,130.0,2013-04-29,Dog,Galil Golan,VII,Qeshet,,2013
992,129,A00165925,14.0,2013-04-22,Dog,Galil Golan,VII,Ani'Am,,2013
993,135,A00164350,117.0,2013-04-03,Horse,Galil Golan,VII,Majdal Shams,,2013
994,127,A00163886,108.0,2013-03-24,Dog,Galil Golan,VII,Eli-Ad,,2013
995,137,A00163015,11.0,2013-03-13,Dog,Galil Golan,VII,Mas'Ade,,2013
996,125,A00162598,106.0,2013-03-10,Dog,Galil Golan,VII,Avne Etan,,2013
997,139,A00162218,121.0,2013-03-05,Cattle,Galil Golan,VII,Merom Golan,,2013
998,136,A00161890,8.0,2013-02-28,Dog,Shfela Vahar,VII,Peza'El,,2013
999,142,A00160704,7.0,2013-02-14,Dog,Galil Golan,VII,,Beit Ha'Meches,2013
1000,143,A00159375,2.0,2013-01-28,Cattle,Galil Golan,VII,Qidmat Zevi,,2013
1001,248,A00154882,24.0,2012-12-09,Dog,Galil Golan,V7,Qazrin,,2012
1002,355,A00154876,23.0,2012-12-09,Dog,Galil Golan,V7,,Matsok Orvim,2012
1003,192,A00149422,22.0,2012-10-10,Cattle,Amakim,V7,Yizre'El,,2012
1004,356,A00147611,20.0,2012-09-10,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1005,365,A00143617,19.0,2012-07-23,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1006,371,A00142971,18.0,2012-07-16,Dog,Galil Golan,V7,Sha'Al,,2012
1007,190,A00141529,17.0,2012-06-29,Cattle,Galil Golan,V7,Kefar Kisch,,2012
1008,360,A00140981,16.0,2012-06-26,Cattle,Galil Golan,V7,Shadmot Devora,,2012
1009,366,A00141128,15.0,2012-06-26,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1010,370,A00140975,13.0,2012-06-25,Dog,Galil Golan,V7,Majdal Shams,,2012
1011,359,A00140461,12.0,2012-06-19,Cattle,Amakim,V7,Sede Eliyyahu,,2012
1012,364,A00139959,11.0,2012-06-13,Dog,Galil Golan,V7,Mas'Ade,,2012
1013,361,A00139687,10.0,2012-06-11,Dog,Galil Golan,V7,Shamir,,2012
1014,176,A00139415,9.0,2012-06-07,Dog,Galil Golan,V7,Dafna,,2012
1015,367,A00140979,14.0,2012-06-05,Cattle,Galil Golan,V7,,Ramat Sirin,2012
1016,239,A00138475,7.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012
1017,369,A00148072,21.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012
1018,185,A00138478,8.0,2012-05-29,Dog,Galil Golan,V7,Kefar Szold,,2012
1019,363,A00135038,6.0,2012-04-16,Dog,Galil Golan,V7,Allone Habashan,,2012
1020,202,A00131607,5.0,2012-03-05,Fox,Galil Golan,V1,Malkiyya,,2012
1021,358,A00130443,4.0,2012-02-20,Jackal,Amakim,V7,Kefar Ruppin,,2012
1022,357,A00129268,3.0,2012-02-06,Sheep,Amakim,V7,En Harod(Me'Uhad),,2012
1023,368,A00127474,2.0,2012-01-16,Dog,Galil Golan,V7,Shamir,,2012
1024,362,A00126338,1.0,2012-01-03,Jackal,Galil Golan,V1,Avne Etan,,2012
1025,233,A00125110,32.0,2011-12-19,Dog,Shfela Vahar,VII,Jerusalem,,2011
1026,243,A00122715,30.0,2011-11-22,Cattle,Galil Golan,I,Ma'Ale Gamla,,2011
1027,338,A00123820,31.0,2011-11-05,Cattle,Galil Golan,I,Allone Habashan,,2011
1028,340,A00119672,28.0,2011-10-17,Wolf,Galil Golan,VII,Merom Golan,,2011
1029,339,A00118118,27.0,2011-09-27,Dog,Galil Golan,VII,Majdal Shams,,2011
1030,167,A00120419,29.0,2011-09-27,Dog,Galil Golan,VII,Ashdot Ya'Aqov(Me'Uhad),,2011
1031,252,A00114102,26.0,2011-08-15,Dog,Galil Golan,VII,Afiq,,2011
1032,341,A00108279,25.0,2011-06-16,Dog,Galil Golan,VII,En Ziwan,,2011
1033,343,A00104401,23.0,2011-05-05,Cat,Amakim,VII,Newe Etan,,2011
1034,344,A00104047,22.0,2011-05-02,Cattle,Amakim,VII,Ma'Oz Hayyim,,2011
1035,334,A00104043,20.0,2011-05-02,Cattle,Amakim,VII,Newe Etan,,2011
1036,337,A00104041,21.0,2011-05-02,Cattle,Galil Golan,I,Dishon,,2011
1037,345,A00103759,19.0,2011-04-28,Cattle,Amakim,VII,Newe Etan,,2011
1038,254,A00103607,16.0,2011-04-27,Dog,Galil Golan,VII,Ein Qiniyye,,2011
1039,346,A00103598,17.0,2011-04-27,Sheep,Amakim,VII,Newe Etan,,2011
1040,212,A00103358,15.0,2011-04-21,Jackal,Galil Golan,VII,Ma'Agan,,2011
1041,347,A00103141,14.0,2011-04-17,Dog,Galil Golan,VII,Majdal Shams,,2011
1042,348,A00101926,13.0,2011-04-04,Jackal,Amakim,VII,Ma'Oz Hayyim,,2011
1043,349,A00100898,11.0,2011-03-22,Horse,Galil Golan,I,Dishon,,2011
1044,336,A00099471,10.0,2011-03-06,Horse,Hasharon,VII,Ar'Ara,,2011
1045,159,A00098813,9.0,2011-02-25,Dog,Amakim,VII,En Harod(Me'Uhad),,2011
1046,174,A00098040,8.0,2011-02-17,Badger,Amakim,VII,Kefar Ruppin,,2011
1047,342,A00105320,24.0,2011-02-17,Cattle,Amakim,VII,Newe Etan,,2011
1048,350,A00097946,7.0,2011-02-16,Jackal,Amakim,VII,Merhavya(Moshav),,2011
1049,209,A00097636,6.0,2011-02-13,Dog,Hasharon,VII,Ar'Ara,,2011
1050,351,A00097401,5.0,2011-02-09,Dog,Galil Golan,I,Dishon,,2011
1051,354,A00103758,18.0,2011-01-28,Sheep,Amakim,VII,Newe Etan,,2011
1052,156,A00096026,4.0,2011-01-25,Jackal,Galil Golan,VII,Menahemya,,2011
1053,352,A00095469,3.0,2011-01-19,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2011
1054,353,A00095322,2.0,2011-01-18,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2011
1055,335,A00093925,12.0,2011-01-03,Badger,Galil Golan,VII,Shadmot Devora,,2011
1056,441,A00093477,54.0,2010-12-28,Dog,Galil Golan,I,Zefat,,2010
1057,332,A00093368,53.0,2010-12-27,Dog,Amakim,VII,Merhavya(Moshav),,2010
1058,197,A00092948,52.0,2010-12-22,Cat,Amakim,VII,Na'Ura,,2010
1059,168,A00092687,51.0,2010-12-20,Jackal,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2010
1060,181,A00092532,50.0,2010-12-19,Cattle,Shfela Vahar,III,Kefar Warburg,,2010
1061,227,A00092471,49.0,2010-12-16,Cattle,Amakim,VII,Merav,,2010
1062,234,A00092358,48.0,2010-12-15,Jackal,Amakim,VII,Mehola,,2010
1063,231,A00092152,47.0,2010-12-13,Cattle,Galil Golan,I,Dishon,,2010
1064,333,A00091588,45.0,2010-12-06,Dog,Galil Golan,VII,Zefat,,2010
1065,322,A00091593,46.0,2010-12-06,Cattle,Amakim,VII,Hamadya,,2010
1066,199,A00090976,44.0,2010-11-30,Jackal,Galil Maaravi,I,Fassuta,,2010
1067,232,A00090997,42.0,2010-11-29,Dog,Galil Golan,VII,Qiryat Shemona,,2010
1068,184,A00090999,43.0,2010-11-29,Cattle,Amakim,VII,Hamadya,,2010
1069,247,A00090784,41.0,2010-11-26,Dog,Galil Golan,VII,Allone Habashan,,2010
1070,442,A00086302,40.0,2010-10-12,Jackal,Amakim,VII,Tirat Zevi,,2010
1071,196,A00085518,39.0,2010-10-05,Cat,Amakim,VII,Tayibe(Baemeq),,2010
1072,443,A00085050,38.0,2010-09-28,Fox,Amakim,VII,Kefar Tavor,,2010
1073,331,A00084553,37.0,2010-09-21,Dog,Amakim,VII,Merhavya(Moshav),,2010
1074,444,A00084391,36.0,2010-09-20,Sheep,Galil Golan,VII,Zefat,,2010
1075,155,A00084110,35.0,2010-09-16,Dog,Galil Golan,VII,Yavne'El,,2010
1076,330,A00083689,34.0,2010-09-13,Jackal,Amakim,VII,Bet She'An,,2010
1077,173,A00082520,33.0,2010-08-27,Jackal,Amakim,VII,Ma'Oz Hayyim,,2010
1078,177,A00081924,32.0,2010-08-23,Jackal,Amakim,VII,Sede Eliyyahu,,2010
1079,244,A00080771,31.0,2010-08-11,Wolf,Galil Golan,VII,Sha'Al,,2010
1080,178,A00080206,30.0,2010-08-05,Sheep,Galil Golan,VII,Shadmot Devora,,2010
1081,187,A00079863,29.0,2010-08-02,Dog,Galil Golan,VII,Kefar Blum,,2010
1082,259,A00079695,28.0,2010-07-30,Cat,Amakim,VII,Afula,,2010
1083,329,A00079190,26.0,2010-07-27,Dog,Galil Golan,VII,En Ziwan,,2010
1084,323,A00079287,27.0,2010-07-27,Cattle,Galil Golan,VII,Dalton,,2010
1085,198,A00078568,25.0,2010-07-19,Sheep,Galil Maaravi,VII,I'Billin,,2010
1086,157,A00077530,24.0,2010-07-08,Dog,Amakim,VII,Merhavya(Qibbuz),,2010
1087,164,A00074144,23.0,2010-06-05,Jackal,Amakim,VII,Mizra,,2010
1088,161,A00073352,22.0,2010-05-30,Jackal,Amakim,VII,En Harod (Ihud),,2010
1089,255,A00072200,21.0,2010-05-17,Dog,Galil Golan,VII,En Ziwan,,2010
1090,328,A00071553,20.0,2010-05-10,Dog,Galil Golan,VII,Majdal Shams,,2010
1091,179,A00069871,19.0,2010-04-22,Cattle,Galil Golan,VII,Hazore'Im,,2010
1092,258,A00068402,18.0,2010-04-06,Cattle,Galil Maaravi,VII,Akko,,2010
1093,327,A00067743,17.0,2010-03-23,Dog,Galil Golan,VII,Zefat,,2010
1094,325,A00067365,16.0,2010-03-21,Dog,Amakim,VII,Bet She'An,,2010
1095,228,A00067079,14.0,2010-03-16,Dog,Galil Golan,VII,Poriyya Illit,,2010
1096,208,A00067110,15.0,2010-03-16,Wolf,Amakim,VII,Muqeible,,2010
1097,321,A00066628,13.0,2010-03-10,Dog,Amakim,VII,Kefar Barukh,,2010
1098,175,A00066241,12.0,2010-03-04,Jackal,Amakim,VII,Newe Etan,,2010
1099,261,A00065829,11.0,2010-03-01,Dog,Amakim,VII,Bet She'An,,2010
1100,165,A00065229,10.0,2010-02-23,Dog,Amakim,VII,Kefar Barukh,,2010
1101,326,A00065036,9.0,2010-02-22,Dog,Galil Golan,VII,Zefat,,2010
1102,201,A00064740,8.0,2010-02-18,Jackal,Galil Golan,VII,Lavi,,2010
1103,162,A00063457,7.0,2010-02-04,Sheep,Amakim,VII,Hefzi-Bah,,2010
1104,169,A00063169,6.0,2010-02-02,Jackal,Amakim,VII,Nir Dawid (Tel Amal),,2010
1105,191,A00063048,5.0,2010-02-01,Cattle,Galil Golan,VII,Dalton,,2010
1106,324,A00062052,4.0,2010-01-20,Dog,Galil Golan,VII,Zefat,,2010
1107,260,A00061920,3.0,2010-01-18,Dog,Galil Golan,VII,Zefat,,2010
1108,250,A00061403,2.0,2010-01-11,Dog,Galil Golan,VII,Majdal Shams,,2010
1109,163,A00060878,1.0,2010-01-04,Dog,Amakim,VII,Bet Alfa,,2010
1110,440,A00060470,57.0,2009-12-21,Dog,Galil Golan,VII,Gadot,,2009
1111,280,A00059772​,57.0,2009-12-21,Dog,Galil Golan,VII,Gadot,,2009
1112,300,A00059558​,56.0,2009-12-17,Jackal,Galil Golan,VII,Menahemya,,2009
1113,439,A00059772,56.0,2009-12-17,Jackal,Galil Golan,VII,Menahemya,,2009
1114,299,A00059216​,55.0,2009-12-14,Dog,Galil Golan,VII,Menahemya,,2009
1115,438,A00059558,55.0,2009-12-14,Dog,Galil Golan,VII,Menahemya,,2009
1116,437,A00059215,54.0,2009-12-11,Dog,Galil Golan,VII,Kefar Szold,,2009
1117,295,A00059015​,54.0,2009-12-11,Dog,Galil Golan,VII,Kefar Szold,,2009
1118,279,A00058431​,53.0,2009-12-07,Jackal,Amakim,VII,Bet She'An,,2009
1119,436,A00059015,53.0,2009-12-07,Jackal,Amakim,VII,Bet She'An,,2009
1120,224,A00057739​,52.0,2009-11-30,Cattle,Amakim,VII,Bet Rimmon,,2009
1121,435,A00058431,52.0,2009-11-30,Jackal,Amakim,VII,Rumat Heib,,2009
1122,290,A00060470​,58.0,2009-11-29,Dog,Galil Golan,VII,Hazor Hagelilit,,2009
1123,230,A00057476​,51.0,2009-11-26,Jackal,Galil Golan,VII,Hazor Hagelilit,,2009
1124,433,A00057476,50.0,2009-11-26,Dog,Amakim,VII,Gan Ner,,2009
1125,434,A00057739,51.0,2009-11-26,Jackal,Galil Golan,VII,Hazor Hagelilit,,2009
1126,284,A00057474​,50.0,2009-11-26,Dog,Amakim,VII,Gan Ner,,2009
1127,432,A00057474,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,,2009
1128,283,A00057101​,49.0,2009-11-23,Dog,Amakim,VII,Gan Ner,,2009
1129,276,A00056787​,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,,2009
1130,431,A00057102,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,,2009
1131,282,A00056787​,48.0,2009-11-19,Dog,Amakim,VII,Gan Ner,,2009
1132,430,A00056791,47.0,2009-11-19,Jackal,Galil Golan,VII,Menahemya,,2009
1133,429,A00056787,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,,2009
1134,281,​A00056277,46.0,2009-11-15,Cat,Amakim,VII,Gan Ner,,2009
1135,428,A00056277,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,,2009
1136,427,A00056261,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,,2009
1137,226,A00056261​,44.0,2009-11-13,Dog,Amakim,VII,Gan Ner,,2009
1138,288,A00056259​,45.0,2009-11-13,Jackal,Amakim,VII,Tirat Zevi,,2009
1139,293,A00055058​,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,,2009
1140,426,A00056259,43.0,2009-11-03,Cattle,Galil Golan,VII,Yonatan,,2009
1141,425,A00055058,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,,2009
1142,287,A00054892​,42.0,2009-11-02,Cattle,Amakim,VII,Tirat Zevi,,2009
1143,277,A00054140​,41.0,2009-10-26,Dog,Amakim,VII,Tirat Zevi,,2009
1144,160,A00053949​,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,,2009
1145,424,A00054140,40.0,2009-10-24,Fox,Amakim,VII,Tel Yosef,,2009
1146,423,A00053949,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,,2009
1147,305,A00053754​,39.0,2009-10-21,Jackal,Amakim,VII,Newe Ur,,2009
1148,229,A00053755​,38.0,2009-10-21,Jackal,Amakim,VII,Yardena,,2009
1149,422,A00053755,39.0,2009-10-21,Jackal,Amakim,VII,Yardena,,2009
1150,306,A00053180​,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,,2009
1151,421,A00053754,37.0,2009-10-15,Dog,Galil Golan,VII,En Ziwan,,2009
1152,420,A00053180,36.0,2009-10-09,Donkey,Shfela Vahar,VII,Sedot Mikha,,2009
1153,153,A00052608​,36.0,2009-10-09,Donkey,Shfela Vahar,III,Sedot Mikha,,2009
1154,316,A00052509​,35.0,2009-10-04,Cattle,Amakim,VII,,Akhuzat Shoshana,2009
1155,419,A00052608,35.0,2009-10-04,Cattle,Amakim,III,,Akhuzat Shoshana,2009
1156,302,A00051836​,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,,2009
1157,418,A00052059,34.0,2009-10-01,Dog,Galil Golan,VII,Mas'Ade,,2009
1158,193,A00051493​,33.0,2009-09-26,Jackal,Amakim,VII,Iksal,,2009
1159,275,A00051048​,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,,2009
1160,417,A00051493,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,,2009
1161,416,A00051169,31.0,2009-09-22,Dog,Galil Golan,VII,Ortal,,2009
1162,294,A00051169​,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,,2009
1163,304,A00050596​,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,,2009
1164,414,A00051048,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,,2009
1165,289,A00050051​,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,,2009
1166,415,A00050596,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,,2009
1167,296,A00049367​,28.0,2009-09-02,Dog,Galil Golan,VII,Majdal Shams,,2009
1168,313,A00047762​,27.0,2009-08-31,Dog,Galil Golan,VII,Zefat,,2009
1169,278,A00048874​,26.0,2009-08-27,Dog,Amakim,VII,Bet Yosef,,2009
1170,292,A00048623​,25.0,2009-08-25,Cattle,Galil Golan,VII,Yonatan,,2009
1171,303,A00048495​,24.0,2009-08-24,Dog,Galil Golan,VII,Merom Golan,,2009
1172,172,A00048248​,23.0,2009-08-20,Dog,Amakim,VII,Bet Yosef,,2009
1173,319,A00047942​,22.0,2009-08-18,Cattle,Galil Golan,VII,Buq'Ata,,2009
1174,297,A00047758​,21.0,2009-08-16,Martes,Galil Golan,I,Majdal Shams,,2009
1175,286,A00047365​,20.0,2009-08-11,Dog,Galil Golan,VII,Dan,,2009
1176,312,A00046399​,19.0,2009-08-03,Dog,Galil Golan,VII,Zefat,,2009
1177,285,A00046278​,18.0,2009-08-02,Dog,Galil Golan,VII,Dan,,2009
1178,308,A00045903​,17.0,2009-07-28,Jackal,Amakim,VII,,Ein Hogea,2009
1179,314,A00045746​,16.0,2009-07-27,Fox,Galil Maaravi,I,Shomera,,2009
1180,180,A00043324​,15.0,2009-07-05,Dog,Galil Golan,VII,Amir,,2009
1181,311,A00042321​,14.0,2009-06-23,Dog,Galil Golan,VII,Zefat,,2009
1182,182,A00042197​,13.0,2009-06-22,Jackal,Galil Golan,VII,She'Ar Yashuv,,2009
1183,291,A00041876​,12.0,2009-06-18,Cattle,Galil Golan,VII,Yonatan,,2009
1184,310,A00041047​,11.0,2009-06-10,Dog,Galil Golan,VII,Zefat,,2009
1185,309,A00034798​,10.0,2009-04-06,Fox,Negev,III,Otni'El,,2009
1186,236,A00034581​,9.0,2009-04-05,Sheep,Shfela Vahar,I,Yitav,,2009
1187,320,A00032867​,8.0,2009-03-18,Dog,Galil Golan,VII,Ein Qiniyye,,2009
1188,215,A00031827​,7.0,2009-03-09,Dog,Galil Golan,VII,Sede Eli'Ezer,,2009
1189,318,A00029427​,6.0,2009-02-16,Sheep,Galil Golan,I,Buq'Ata,,2009
1190,317,A00029271​,5.0,2009-02-15,Dog,Galil Golan,VII,Buq'Ata,,2009
1191,307,A00028219​,4.0,2009-02-03,Dog,Galil Golan,VII,En Ziwan,,2009
1192,301,A00028042​,3.0,2009-02-02,Dog,Galil Golan,VII,Mas'Ade,,2009
1193,298,A00027317​,2.0,2009-01-26,Dog,Galil Golan,VII,Metula,,2009
1194,315,A00026989​,1.0,2009-01-22,Wolf,Galil Golan,I,Buq'Ata,,2009
1195,158,A00020887,11.0,2008-11-05,Jackal,Galil Golan,I,Ayyelet Hashahar,,2008
